Frame,Vehicle_Count,Density_Decision
1237,11,Orta Yogunluk
1238,11,Orta Yogunluk
1239,12,Orta Yogunluk
1240,12,Orta Yogunluk
1241,12,Orta Yogunluk
1242,12,Orta Yogunluk
1243,12,Orta Yogunluk
1244,12,Orta Yogunluk
1245,12,Orta Yogunluk
1246,12,Orta Yogunluk
1247,12,Orta Yogunluk
1248,13,Yuksek Yogunluk
1249,13,Yuksek Yogunluk
1250,13,Yuksek Yogunluk
1251,11,Orta Yogunluk
1252,11,Orta Yogunluk
1253,11,Orta Yogunluk
1254,12,Orta Yogunluk
1255,12,Orta Yogunluk
1256,12,Orta Yogunluk
1257,11,Orta Yogunluk
1258,11,Orta Yogunluk
1259,11,Orta Yogunluk
1260,12,Orta Yogunluk
1261,12,Orta Yogunluk
1262,12,Orta Yogunluk
1263,11,Orta Yogunluk
1264,11,Orta Yogunluk
1265,11,Orta Yogunluk
1266,11,Orta Yogunluk
1267,11,Orta Yogunluk
1268,11,Orta Yogunluk
1269,10,Orta Yogunluk
1270,10,Orta Yogunluk
1271,10,Orta Yogunluk
1272,9,Orta Yogunluk
1273,9,Orta Yogunluk
1274,9,Orta Yogunluk
1275,9,Orta Yogunluk
1276,9,Orta Yogunluk
1277,9,Orta Yogunluk
1278,9,Orta Yogunluk
1279,9,Orta Yogunluk
1280,9,Orta Yogunluk
1281,10,Orta Yogunluk
1282,10,Orta Yogunluk
1283,10,Orta Yogunluk
1284,12,Orta Yogunluk
1285,12,Orta Yogunluk
1286,12,Orta Yogunluk
1287,10,Orta Yogunluk
1288,10,Orta Yogunluk
1289,10,Orta Yogunluk
1290,12,Orta Yogunluk
1291,12,Orta Yogunluk
1292,12,Orta Yogunluk
1293,12,Orta Yogunluk
1294,12,Orta Yogunluk
1295,12,Orta Yogunluk
1296,12,Orta Yogunluk
1297,12,Orta Yogunluk
1298,12,Orta Yogunluk
1299,12,Orta Yogunluk
1300,12,Orta Yogunluk
1301,12,Orta Yogunluk
1302,12,Orta Yogunluk
1303,12,Orta Yogunluk
1304,12,Orta Yogunluk
1305,12,Orta Yogunluk
1306,12,Orta Yogunluk
1307,12,Orta Yogunluk
1308,12,Orta Yogunluk
1309,12,Orta Yogunluk
1310,12,Orta Yogunluk
1311,11,Orta Yogunluk
1312,11,Orta Yogunluk
1313,11,Orta Yogunluk
1314,12,Orta Yogunluk
1315,12,Orta Yogunluk
1316,12,Orta Yogunluk
1317,12,Orta Yogunluk
1318,12,Orta Yogunluk
1319,12,Orta Yogunluk
1320,11,Orta Yogunluk
1321,11,Orta Yogunluk
1322,11,Orta Yogunluk
1323,11,Orta Yogunluk
1324,11,Orta Yogunluk
1325,11,Orta Yogunluk
1326,11,Orta Yogunluk
1327,11,Orta Yogunluk
1328,11,Orta Yogunluk
1329,11,Orta Yogunluk
1330,11,Orta Yogunluk
1331,11,Orta Yogunluk
1332,10,Orta Yogunluk
1333,10,Orta Yogunluk
1334,10,Orta Yogunluk
1335,10,Orta Yogunluk
1336,10,Orta Yogunluk
1337,10,Orta Yogunluk
1338,10,Orta Yogunluk
1339,10,Orta Yogunluk
1340,10,Orta Yogunluk
1341,12,Orta Yogunluk
1342,12,Orta Yogunluk
1343,12,Orta Yogunluk
1344,13,Yuksek Yogunluk
1345,13,Yuksek Yogunluk
1346,13,Yuksek Yogunluk
1347,13,Yuksek Yogunluk
1348,13,Yuksek Yogunluk
1349,13,Yuksek Yogunluk
1350,13,Yuksek Yogunluk
1351,13,Yuksek Yogunluk
1352,13,Yuksek Yogunluk
1353,12,Orta Yogunluk
1354,12,Orta Yogunluk
1355,12,Orta Yogunluk
1356,12,Orta Yogunluk
1357,12,Orta Yogunluk
1358,12,Orta Yogunluk
1359,12,Orta Yogunluk
1360,12,Orta Yogunluk
1361,12,Orta Yogunluk
1362,12,Orta Yogunluk
1363,12,Orta Yogunluk
1364,12,Orta Yogunluk
1365,12,Orta Yogunluk
1366,12,Orta Yogunluk
1367,12,Orta Yogunluk
1368,12,Orta Yogunluk
1369,12,Orta Yogunluk
1370,12,Orta Yogunluk
1371,12,Orta Yogunluk
1372,12,Orta Yogunluk
1373,12,Orta Yogunluk
1374,15,Yuksek Yogunluk
1375,15,Yuksek Yogunluk
1376,15,Yuksek Yogunluk
1377,13,Yuksek Yogunluk
1378,13,Yuksek Yogunluk
1379,13,Yuksek Yogunluk
1380,12,Orta Yogunluk
1381,12,Orta Yogunluk
1382,12,Orta Yogunluk
1383,13,Yuksek Yogunluk
1384,13,Yuksek Yogunluk
1385,13,Yuksek Yogunluk
1386,13,Yuksek Yogunluk
1387,13,Yuksek Yogunluk
1388,13,Yuksek Yogunluk
1389,12,Orta Yogunluk
1390,12,Orta Yogunluk
1391,12,Orta Yogunluk
1392,13,Yuksek Yogunluk
1393,13,Yuksek Yogunluk
1394,13,Yuksek Yogunluk
1395,12,Orta Yogunluk
1396,12,Orta Yogunluk
1397,12,Orta Yogunluk
1398,14,Yuksek Yogunluk
1399,14,Yuksek Yogunluk
1400,14,Yuksek Yogunluk
1401,13,Yuksek Yogunluk
1402,13,Yuksek Yogunluk
1403,13,Yuksek Yogunluk
1404,15,Yuksek Yogunluk
1405,15,Yuksek Yogunluk
1406,15,Yuksek Yogunluk
1407,14,Yuksek Yogunluk
1408,14,Yuksek Yogunluk
1409,14,Yuksek Yogunluk
1410,17,Yuksek Yogunluk
1411,17,Yuksek Yogunluk
1412,17,Yuksek Yogunluk
1413,14,Yuksek Yogunluk
1414,14,Yuksek Yogunluk
1415,14,Yuksek Yogunluk
1416,14,Yuksek Yogunluk
1417,14,Yuksek Yogunluk
1418,14,Yuksek Yogunluk
1419,13,Yuksek Yogunluk
1420,13,Yuksek Yogunluk
1421,13,Yuksek Yogunluk
1422,14,Yuksek Yogunluk
1423,14,Yuksek Yogunluk
1424,14,Yuksek Yogunluk
1425,13,Yuksek Yogunluk
1426,13,Yuksek Yogunluk
1427,13,Yuksek Yogunluk
1428,13,Yuksek Yogunluk
1429,13,Yuksek Yogunluk
1430,13,Yuksek Yogunluk
1431,13,Yuksek Yogunluk
1432,13,Yuksek Yogunluk
1433,13,Yuksek Yogunluk
1434,13,Yuksek Yogunluk
1435,13,Yuksek Yogunluk
1436,13,Yuksek Yogunluk
1437,13,Yuksek Yogunluk
1438,13,Yuksek Yogunluk
1439,13,Yuksek Yogunluk
1440,14,Yuksek Yogunluk
1441,14,Yuksek Yogunluk
1442,14,Yuksek Yogunluk
1443,13,Yuksek Yogunluk
1444,13,Yuksek Yogunluk
1445,13,Yuksek Yogunluk
1446,15,Yuksek Yogunluk
1447,15,Yuksek Yogunluk
1448,15,Yuksek Yogunluk
1449,14,Yuksek Yogunluk
1450,14,Yuksek Yogunluk
1451,14,Yuksek Yogunluk
1452,14,Yuksek Yogunluk
1453,14,Yuksek Yogunluk
1454,14,Yuksek Yogunluk
1455,14,Yuksek Yogunluk
1456,14,Yuksek Yogunluk
1457,14,Yuksek Yogunluk
1458,14,Yuksek Yogunluk
1459,14,Yuksek Yogunluk
1460,14,Yuksek Yogunluk
1461,15,Yuksek Yogunluk
1462,15,Yuksek Yogunluk
1463,15,Yuksek Yogunluk
1464,16,Yuksek Yogunluk
1465,16,Yuksek Yogunluk
1466,16,Yuksek Yogunluk
1467,15,Yuksek Yogunluk
1468,15,Yuksek Yogunluk
1469,15,Yuksek Yogunluk
1470,15,Yuksek Yogunluk
1471,15,Yuksek Yogunluk
1472,15,Yuksek Yogunluk
1473,16,Yuksek Yogunluk
1474,16,Yuksek Yogunluk
1475,16,Yuksek Yogunluk
1476,15,Yuksek Yogunluk
1477,15,Yuksek Yogunluk
1478,15,Yuksek Yogunluk
1479,16,Yuksek Yogunluk
1480,16,Yuksek Yogunluk
1481,16,Yuksek Yogunluk
1482,16,Yuksek Yogunluk
1483,16,Yuksek Yogunluk
1484,16,Yuksek Yogunluk
1485,16,Yuksek Yogunluk
1486,16,Yuksek Yogunluk
1487,16,Yuksek Yogunluk
1488,14,Yuksek Yogunluk
1489,14,Yuksek Yogunluk
1490,14,Yuksek Yogunluk
1491,15,Yuksek Yogunluk
1492,15,Yuksek Yogunluk
1493,15,Yuksek Yogunluk
1494,16,Yuksek Yogunluk
1495,16,Yuksek Yogunluk
1496,16,Yuksek Yogunluk
1497,15,Yuksek Yogunluk
1498,15,Yuksek Yogunluk
1499,15,Yuksek Yogunluk
1500,12,Orta Yogunluk
1501,12,Orta Yogunluk
1502,12,Orta Yogunluk
1503,13,Yuksek Yogunluk
1504,13,Yuksek Yogunluk
1505,13,Yuksek Yogunluk
1506,13,Yuksek Yogunluk
1507,13,Yuksek Yogunluk
1508,13,Yuksek Yogunluk
1509,12,Orta Yogunluk
1510,12,Orta Yogunluk
1511,12,Orta Yogunluk
1512,15,Yuksek Yogunluk
1513,15,Yuksek Yogunluk
1514,15,Yuksek Yogunluk
1515,15,Yuksek Yogunluk
1516,15,Yuksek Yogunluk
1517,15,Yuksek Yogunluk
1518,12,Orta Yogunluk
1519,12,Orta Yogunluk
1520,12,Orta Yogunluk
1521,15,Yuksek Yogunluk
1522,15,Yuksek Yogunluk
1523,15,Yuksek Yogunluk
1524,13,Yuksek Yogunluk
1525,13,Yuksek Yogunluk
1526,13,Yuksek Yogunluk
1527,13,Yuksek Yogunluk
1528,13,Yuksek Yogunluk
1529,13,Yuksek Yogunluk
1530,15,Yuksek Yogunluk
1531,15,Yuksek Yogunluk
1532,15,Yuksek Yogunluk
1533,13,Yuksek Yogunluk
1534,13,Yuksek Yogunluk
1535,13,Yuksek Yogunluk
1536,14,Yuksek Yogunluk
1537,14,Yuksek Yogunluk
1538,14,Yuksek Yogunluk
1539,14,Yuksek Yogunluk
1540,14,Yuksek Yogunluk
1541,14,Yuksek Yogunluk
1542,11,Orta Yogunluk
1543,11,Orta Yogunluk
1544,11,Orta Yogunluk
1545,10,Orta Yogunluk
1546,10,Orta Yogunluk
1547,10,Orta Yogunluk
1548,12,Orta Yogunluk
1549,12,Orta Yogunluk
1550,12,Orta Yogunluk
1551,12,Orta Yogunluk
1552,12,Orta Yogunluk
1553,12,Orta Yogunluk
1554,12,Orta Yogunluk
1555,12,Orta Yogunluk
1556,12,Orta Yogunluk
1557,13,Yuksek Yogunluk
1558,13,Yuksek Yogunluk
1559,13,Yuksek Yogunluk
1560,12,Orta Yogunluk
1561,12,Orta Yogunluk
1562,12,Orta Yogunluk
1563,15,Yuksek Yogunluk
1564,15,Yuksek Yogunluk
1565,15,Yuksek Yogunluk
1566,15,Yuksek Yogunluk
1567,15,Yuksek Yogunluk
1568,15,Yuksek Yogunluk
1569,14,Yuksek Yogunluk
1570,14,Yuksek Yogunluk
1571,14,Yuksek Yogunluk
1572,14,Yuksek Yogunluk
1573,14,Yuksek Yogunluk
1574,14,Yuksek Yogunluk
1575,15,Yuksek Yogunluk
1576,15,Yuksek Yogunluk
1577,15,Yuksek Yogunluk
1578,14,Yuksek Yogunluk
1579,14,Yuksek Yogunluk
1580,14,Yuksek Yogunluk
1581,13,Yuksek Yogunluk
1582,13,Yuksek Yogunluk
1583,13,Yuksek Yogunluk
1584,14,Yuksek Yogunluk
1585,14,Yuksek Yogunluk
1586,14,Yuksek Yogunluk
1587,13,Yuksek Yogunluk
1588,13,Yuksek Yogunluk
1589,13,Yuksek Yogunluk
1590,13,Yuksek Yogunluk
1591,13,Yuksek Yogunluk
1592,13,Yuksek Yogunluk
1593,13,Yuksek Yogunluk
1594,13,Yuksek Yogunluk
1595,13,Yuksek Yogunluk
1596,12,Orta Yogunluk
1597,12,Orta Yogunluk
1598,12,Orta Yogunluk
1599,12,Orta Yogunluk
1600,12,Orta Yogunluk
1601,12,Orta Yogunluk
1602,13,Yuksek Yogunluk
1603,13,Yuksek Yogunluk
1604,13,Yuksek Yogunluk
1605,13,Yuksek Yogunluk
1606,13,Yuksek Yogunluk
1607,13,Yuksek Yogunluk
1608,13,Yuksek Yogunluk
1609,13,Yuksek Yogunluk
1610,13,Yuksek Yogunluk
1611,12,Orta Yogunluk
1612,12,Orta Yogunluk
1613,12,Orta Yogunluk
1614,11,Orta Yogunluk
1615,11,Orta Yogunluk
1616,11,Orta Yogunluk
1617,16,Yuksek Yogunluk
1618,16,Yuksek Yogunluk
1619,16,Yuksek Yogunluk
1620,13,Yuksek Yogunluk
1621,13,Yuksek Yogunluk
1622,13,Yuksek Yogunluk
1623,14,Yuksek Yogunluk
1624,14,Yuksek Yogunluk
1625,14,Yuksek Yogunluk
1626,14,Yuksek Yogunluk
1627,14,Yuksek Yogunluk
1628,14,Yuksek Yogunluk
1629,13,Yuksek Yogunluk
1630,13,Yuksek Yogunluk
1631,13,Yuksek Yogunluk
1632,10,Orta Yogunluk
1633,10,Orta Yogunluk
1634,10,Orta Yogunluk
1635,10,Orta Yogunluk
1636,10,Orta Yogunluk
1637,10,Orta Yogunluk
1638,10,Orta Yogunluk
1639,10,Orta Yogunluk
1640,10,Orta Yogunluk
1641,13,Yuksek Yogunluk
1642,13,Yuksek Yogunluk
1643,13,Yuksek Yogunluk
1644,14,Yuksek Yogunluk
1645,14,Yuksek Yogunluk
1646,14,Yuksek Yogunluk
1647,13,Yuksek Yogunluk
1648,13,Yuksek Yogunluk
1649,13,Yuksek Yogunluk
1650,12,Orta Yogunluk
1651,12,Orta Yogunluk
1652,12,Orta Yogunluk
1653,13,Yuksek Yogunluk
1654,13,Yuksek Yogunluk
1655,13,Yuksek Yogunluk
1656,12,Orta Yogunluk
1657,12,Orta Yogunluk
1658,12,Orta Yogunluk
1659,13,Yuksek Yogunluk
1660,13,Yuksek Yogunluk
1661,13,Yuksek Yogunluk
1662,13,Yuksek Yogunluk
1663,13,Yuksek Yogunluk
1664,13,Yuksek Yogunluk
1665,12,Orta Yogunluk
1666,12,Orta Yogunluk
1667,12,Orta Yogunluk
1668,12,Orta Yogunluk
1669,12,Orta Yogunluk
1670,12,Orta Yogunluk
1671,13,Yuksek Yogunluk
1672,13,Yuksek Yogunluk
1673,13,Yuksek Yogunluk
1674,10,Orta Yogunluk
1675,10,Orta Yogunluk
1676,10,Orta Yogunluk
1677,12,Orta Yogunluk
1678,12,Orta Yogunluk
1679,12,Orta Yogunluk
1680,13,Yuksek Yogunluk
1681,13,Yuksek Yogunluk
1682,13,Yuksek Yogunluk
1683,11,Orta Yogunluk
1684,11,Orta Yogunluk
1685,11,Orta Yogunluk
1686,13,Yuksek Yogunluk
1687,13,Yuksek Yogunluk
1688,13,Yuksek Yogunluk
1689,14,Yuksek Yogunluk
1690,14,Yuksek Yogunluk
1691,14,Yuksek Yogunluk
1692,11,Orta Yogunluk
1693,11,Orta Yogunluk
1694,11,Orta Yogunluk
1695,12,Orta Yogunluk
1696,12,Orta Yogunluk
1697,12,Orta Yogunluk
1698,11,Orta Yogunluk
1699,11,Orta Yogunluk
1700,11,Orta Yogunluk
1701,11,Orta Yogunluk
1702,11,Orta Yogunluk
1703,11,Orta Yogunluk
1704,10,Orta Yogunluk
1705,10,Orta Yogunluk
1706,10,Orta Yogunluk
1707,10,Orta Yogunluk
1708,10,Orta Yogunluk
1709,10,Orta Yogunluk
1710,11,Orta Yogunluk
1711,11,Orta Yogunluk
1712,11,Orta Yogunluk
1713,10,Orta Yogunluk
1714,10,Orta Yogunluk
1715,10,Orta Yogunluk
1716,10,Orta Yogunluk
1717,10,Orta Yogunluk
1718,10,Orta Yogunluk
1719,9,Orta Yogunluk
1720,9,Orta Yogunluk
1721,9,Orta Yogunluk
1722,9,Orta Yogunluk
1723,9,Orta Yogunluk
1724,9,Orta Yogunluk
1725,10,Orta Yogunluk
1726,10,Orta Yogunluk
1727,10,Orta Yogunluk
1728,10,Orta Yogunluk
1729,10,Orta Yogunluk
1730,10,Orta Yogunluk
1731,10,Orta Yogunluk
1732,10,Orta Yogunluk
1733,10,Orta Yogunluk
1734,11,Orta Yogunluk
1735,11,Orta Yogunluk
1736,11,Orta Yogunluk
1737,12,Orta Yogunluk
1738,12,Orta Yogunluk
1739,12,Orta Yogunluk
1740,11,Orta Yogunluk
1741,11,Orta Yogunluk
1742,11,Orta Yogunluk
1743,11,Orta Yogunluk
1744,11,Orta Yogunluk
1745,11,Orta Yogunluk
1746,10,Orta Yogunluk
1747,10,Orta Yogunluk
1748,10,Orta Yogunluk
1749,10,Orta Yogunluk
1750,10,Orta Yogunluk
1751,10,Orta Yogunluk
1752,10,Orta Yogunluk
1753,10,Orta Yogunluk
1754,10,Orta Yogunluk
1755,10,Orta Yogunluk
1756,10,Orta Yogunluk
1757,10,Orta Yogunluk
1758,11,Orta Yogunluk
1759,11,Orta Yogunluk
1760,11,Orta Yogunluk
1761,10,Orta Yogunluk
1762,10,Orta Yogunluk
1763,10,Orta Yogunluk
1764,9,Orta Yogunluk
1765,9,Orta Yogunluk
1766,9,Orta Yogunluk
1767,9,Orta Yogunluk
1768,9,Orta Yogunluk
1769,9,Orta Yogunluk
1770,10,Orta Yogunluk
1771,10,Orta Yogunluk
1772,10,Orta Yogunluk
1773,9,Orta Yogunluk
1774,9,Orta Yogunluk
1775,9,Orta Yogunluk
1776,9,Orta Yogunluk
1777,9,Orta Yogunluk
1778,9,Orta Yogunluk
1779,8,Orta Yogunluk
1780,8,Orta Yogunluk
1781,8,Orta Yogunluk
1782,7,Orta Yogunluk
1783,7,Orta Yogunluk
1784,7,Orta Yogunluk
1785,8,Orta Yogunluk
1786,8,Orta Yogunluk
1787,8,Orta Yogunluk
1788,7,Orta Yogunluk
1789,7,Orta Yogunluk
1790,7,Orta Yogunluk
1791,9,Orta Yogunluk
1792,9,Orta Yogunluk
1793,9,Orta Yogunluk
1794,10,Orta Yogunluk
1795,10,Orta Yogunluk
1796,10,Orta Yogunluk
1797,10,Orta Yogunluk
1798,10,Orta Yogunluk
1799,10,Orta Yogunluk
1800,9,Orta Yogunluk
1801,9,Orta Yogunluk
